stage,label,repeat_idx,theta_hash,query_id,query_retry_count,robustness_post_neutral_xy_drift,robustness_post_neutral_alt_drift,robustness_post_neutral_xy_velocity,meta_scenario_id,meta_seed,meta_query_type,meta_theta_hash,meta_cache_tag,meta_wall_time_s,meta_prepare_wall_time_s,meta_run_wall_time_s,meta_parse_wall_time_s,meta_shutdown_wall_time_s,meta_total_wall_time_s,meta_adapter_arm_request_count,meta_adapter_arm_retry_count,meta_adapter_mode_switch_request_count_total,meta_adapter_mode_switch_retry_count_total,meta_adapter_mode_switch_POSCTL_request_count,meta_adapter_mode_switch_POSCTL_retry_count
boundary_bracket,boundary_zero_safe,0,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat0,0,1.9151908653401841,0.9886007308959961,0.9539030229817824,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat0,3.2505726689996663,14.977918992000014,3.2505726689996663,0.01602143399986744,1.0408597830000872,19.285378862000016,2,1,2,0,2,0
boundary_bracket,boundary_zero_safe,1,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat1,0,1.9622944402942353,0.9944372177124023,0.9791134563696111,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat1,3.0661845450003966,16.443772811000144,3.0661845450003966,0.01309205900042798,1.0305922130000909,20.55364927599976,3,2,2,0,2,0
boundary_bracket,boundary_zero_safe,2,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat2,0,1.9641472723086346,0.9941306114196777,0.9723479817091157,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat2,3.105511056999603,16.933633796999857,3.105511056999603,0.01128889999972671,1.0560180009997566,21.106459753999843,3,2,3,1,3,1
boundary_bracket,boundary_zero_safe,3,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat3,0,1.9486099740865028,0.9896373748779297,0.9684417061228136,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat3,3.0230712689999564,16.516489927999828,3.0230712689999564,0.01038152999990416,1.0300750859996697,20.580025045000184,3,2,3,1,3,1
boundary_bracket,boundary_zero_safe,4,7b6436b0c98f6238,7b6436b0c98f6238_px4_position_0_alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat4,0,1.9742396019626152,0.9943957328796387,0.9817010984471068,px4_position,0,alt_drift_h_alt_1,7b6436b0c98f6238,alt_drift_h1_boundary_bracket_boundary_zero_safe_repeat4,3.0550267509997866,16.555166544000258,3.0550267509997866,0.014713343000039458,1.0433371130002342,20.668251495000277,3,2,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,0,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat0,0,1.9750181908867102,-1.5510129928588867,0.9815771014064684,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat0,3.1624221840002065,14.345032706999973,3.1624221840002065,0.011228410999592597,1.0311397020000186,18.54983029999994,2,1,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,1,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat1,0,1.9197110900327663,-1.3886041641235352,0.9549929350276165,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat1,3.0519819539999844,16.241253982000217,3.0519819539999844,0.011837465000098746,1.0395105060001697,20.344590083000185,3,2,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,2,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat2,0,1.9542076183662511,-1.4623222351074219,0.9709626192526135,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat2,3.034262197999851,14.787559320000128,3.034262197999851,0.011763871999846742,1.0360315429998082,18.86962483599973,2,1,3,1,3,1
boundary_bracket,boundary_throttle_pos_full,3,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat3,0,1.9329221508993317,-1.3100366592407227,0.955622773031315,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat3,3.0621009870001217,14.458069769999838,3.0621009870001217,0.013944135999736318,1.023370987999897,18.55749391299969,2,1,2,0,2,0
boundary_bracket,boundary_throttle_pos_full,4,04f3db5143fee943,04f3db5143fee943_px4_position_0_alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat4,0,1.9227578691363356,-1.3673715591430664,0.9638589048999712,px4_position,0,alt_drift_h_alt_1,04f3db5143fee943,alt_drift_h1_boundary_bracket_boundary_throttle_pos_full_repeat4,3.0920690970001488,14.598693756000102,3.0920690970001488,0.015994994999800838,1.0416045930001019,18.748369033000017,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter00,0,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat0,0,1.969192477334184,0.7284088134765625,0.9666351335542928,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat0,3.062222090999967,14.341217653000058,3.062222090999967,0.013112350000028528,1.0329230839997763,18.449482345999968,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter00,1,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat1,1,1.939014497684299,0.7455472946166992,0.9616166915404358,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat1,3.0875734530000045,14.463616710000224,3.0875734530000045,0.011107776999779162,1.055034932000126,18.617341000000124,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter00,2,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat2,0,1.9110968015981415,0.7401151657104492,0.9527910865107605,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat2,3.086032947000149,14.293594075000328,3.086032947000149,0.01243659600004321,1.0471802590000152,18.43925229300021,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter00,3,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat3,0,1.9505714149790565,0.734433650970459,0.9763510379586097,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat3,3.0593294420000348,16.36318516199981,3.0593294420000348,0.011663393000162614,1.0429241420001745,20.477110043000266,3,2,3,1,3,1
boundary_bisection,boundary_bisect_iter00,4,fe053ec2ce785fd0,fe053ec2ce785fd0_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat4,0,1.938847857987983,0.7207660675048828,0.9586294177659794,px4_position,0,alt_drift_h_alt_1,fe053ec2ce785fd0,alt_drift_h1_boundary_bisection_boundary_bisect_iter00_repeat4,3.0256725540002662,16.50588292099974,3.0256725540002662,0.01172528400002193,1.020111236000048,20.56340009099995,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter01,0,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat0,0,1.9475046073443771,0.19574642181396484,0.9642221323710101,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat0,3.067545060000157,16.275407605000055,3.067545060000157,0.014997699999639735,1.0978380219999053,20.45579590699981,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter01,1,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat1,0,1.9737950625193863,0.14772891998291016,0.9691944362068551,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat1,3.0522691699998177,14.10507827299989,3.0522691699998177,0.011402509000163263,1.052968213999975,18.221725622000122,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter01,2,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat2,0,1.964318646255435,0.18260955810546875,0.9571019369602684,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat2,3.0558700450001197,13.557909165000183,3.0558700450001197,0.01391800500005047,1.0328361679999034,17.660540390999813,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter01,3,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat3,0,1.960012480047214,0.1669025421142578,0.9622492305787083,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat3,3.014534260000346,13.413871153999935,3.014534260000346,0.013531516000057309,1.0143147079998016,17.45625826100013,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter01,4,3bc12fe3c0bf8e30,3bc12fe3c0bf8e30_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat4,0,1.962201576042713,0.15192890167236328,0.9707972351013359,px4_position,0,alt_drift_h_alt_1,3bc12fe3c0bf8e30,alt_drift_h1_boundary_bisection_boundary_bisect_iter01_repeat4,3.0924083479999354,13.346041825999691,3.0924083479999354,0.013940249999905063,1.0107520299998214,17.463150326000232,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter02,0,1d279af7d14dff8c,1d279af7d14dff8c_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat0,0,1.9465020590395454,-0.368804931640625,0.9528904039690165,px4_position,0,alt_drift_h_alt_1,1d279af7d14dff8c,alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat0,3.0208683500000006,13.155429748000188,3.0208683500000006,0.013854684999841993,1.032169389000046,17.222329660000014,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter02,1,1d279af7d14dff8c,1d279af7d14dff8c_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat1,0,1.963494919444536,-0.4047584533691406,0.9740924415911599,px4_position,0,alt_drift_h_alt_1,1d279af7d14dff8c,alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat1,3.0283157919998303,13.408476184999927,3.0283157919998303,0.01382111899965821,1.0242157249999764,17.474835572999837,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter02,2,1d279af7d14dff8c,1d279af7d14dff8c_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat2,0,1.919842041855318,-0.44528865814208984,0.9316668017471555,px4_position,0,alt_drift_h_alt_1,1d279af7d14dff8c,alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat2,3.072566451000057,13.247819254000206,3.072566451000057,0.014166813999963779,1.0261781480003265,17.360738539000067,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter02,3,1d279af7d14dff8c,1d279af7d14dff8c_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat3,0,1.965013481086427,-0.36661815643310547,0.9481300913798305,px4_position,0,alt_drift_h_alt_1,1d279af7d14dff8c,alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat3,3.0275704810001116,13.387480101000165,3.0275704810001116,0.015438515999903757,1.0248534569996082,17.455350619,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter02,4,1d279af7d14dff8c,1d279af7d14dff8c_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat4,0,1.955558833292928,-0.39084815979003906,0.96246276421887,px4_position,0,alt_drift_h_alt_1,1d279af7d14dff8c,alt_drift_h1_boundary_bisection_boundary_bisect_iter02_repeat4,3.031751507000081,13.468058392999865,3.031751507000081,0.015023802000087016,1.0236373650000132,17.538479195000036,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter03,0,e4c49bb928ebca18,e4c49bb928ebca18_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat0,0,1.9674301810510535,-0.04687690734863281,0.9728415844795121,px4_position,0,alt_drift_h_alt_1,e4c49bb928ebca18,alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat0,3.027091969000139,16.311075175000042,3.027091969000139,0.011914135000097303,1.0515399060000163,20.401627553000253,3,2,3,1,3,1
boundary_bisection,boundary_bisect_iter03,1,e4c49bb928ebca18,e4c49bb928ebca18_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat1,0,1.9459708340415436,-0.07508277893066406,0.9628574509693358,px4_position,0,alt_drift_h_alt_1,e4c49bb928ebca18,alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat1,3.1341239409998707,16.185707585999808,3.1341239409998707,0.011772953000217967,1.0423927169999843,20.374004525000146,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter03,2,e4c49bb928ebca18,e4c49bb928ebca18_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat2,0,1.9450107860143309,-0.07758617401123047,0.9660556526307551,px4_position,0,alt_drift_h_alt_1,e4c49bb928ebca18,alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat2,3.031502740999713,16.800177857000108,3.031502740999713,0.013100689000111743,1.0288996350000161,20.873688954000045,3,2,3,1,3,1
boundary_bisection,boundary_bisect_iter03,3,e4c49bb928ebca18,e4c49bb928ebca18_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat3,0,1.936282284934029,-0.050810813903808594,0.9636181005393074,px4_position,0,alt_drift_h_alt_1,e4c49bb928ebca18,alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat3,3.0701479309996103,15.92493982499991,3.0701479309996103,0.012198858999909135,1.0257865009998568,20.033080955999594,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter03,4,e4c49bb928ebca18,e4c49bb928ebca18_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat4,0,1.951759250263267,-0.12813091278076172,0.9646862449104106,px4_position,0,alt_drift_h_alt_1,e4c49bb928ebca18,alt_drift_h1_boundary_bisection_boundary_bisect_iter03_repeat4,3.0801196279999203,16.275396955999895,3.0801196279999203,0.012225983000007545,1.0308068360000107,20.398558298999887,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter04,0,eca475bfcb019c79,eca475bfcb019c79_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat0,0,1.961058626583425,0.0690460205078125,0.9711281470084628,px4_position,0,alt_drift_h_alt_1,eca475bfcb019c79,alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat0,3.051131343999714,14.350454909000291,3.051131343999714,0.012781566999819916,1.0241494779997993,18.438525169999593,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter04,1,eca475bfcb019c79,eca475bfcb019c79_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat1,0,1.9446859044437168,0.05422019958496094,0.9531853984336637,px4_position,0,alt_drift_h_alt_1,eca475bfcb019c79,alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat1,3.019834598000216,16.286377858999913,3.019834598000216,0.013960075999875698,1.0281414179999047,20.348321951000344,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter04,2,eca475bfcb019c79,eca475bfcb019c79_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat2,0,1.9783670672718916,0.050811767578125,0.9769077117440426,px4_position,0,alt_drift_h_alt_1,eca475bfcb019c79,alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat2,3.0530459839997093,16.517585510000117,3.0530459839997093,0.01147645899982308,1.0493788210001185,20.631493975000012,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter04,3,eca475bfcb019c79,eca475bfcb019c79_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat3,0,1.899881311302037,0.06518363952636719,0.946908147872345,px4_position,0,alt_drift_h_alt_1,eca475bfcb019c79,alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat3,3.0177955909998673,14.485101321000002,3.0177955909998673,0.011650467999970715,1.0545775120003782,18.569131900999764,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter04,4,eca475bfcb019c79,eca475bfcb019c79_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat4,0,1.9602829878198798,0.05422401428222656,0.9669685086008487,px4_position,0,alt_drift_h_alt_1,eca475bfcb019c79,alt_drift_h1_boundary_bisection_boundary_bisect_iter04_repeat4,3.027382170999772,14.429678884000168,3.027382170999772,0.012572459999773855,1.0337036109999644,18.50334589399972,2,1,3,1,3,1
boundary_bisection,boundary_bisect_iter05,0,07b6e6cddd5dc0e4,07b6e6cddd5dc0e4_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat0,0,1.9621518050323674,-0.027116775512695312,0.9740162508119357,px4_position,0,alt_drift_h_alt_1,07b6e6cddd5dc0e4,alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat0,3.045973193000009,14.330921738000143,3.045973193000009,0.012531297999885282,1.0318739620001907,18.421307518999583,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter05,1,07b6e6cddd5dc0e4,07b6e6cddd5dc0e4_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat1,0,1.9808200032077967,-0.05079936981201172,0.9662884600406593,px4_position,0,alt_drift_h_alt_1,07b6e6cddd5dc0e4,alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat1,3.154296522000095,14.42042196300008,3.154296522000095,0.018519615000059275,1.0306001519998063,18.623845675999746,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter05,2,07b6e6cddd5dc0e4,07b6e6cddd5dc0e4_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat2,0,1.9139962125887122,0.012522697448730469,0.9469190340830942,px4_position,0,alt_drift_h_alt_1,07b6e6cddd5dc0e4,alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat2,3.043901341000037,16.593678702000034,3.043901341000037,0.011570429999665066,1.0455430689999048,20.694700869999906,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter05,3,07b6e6cddd5dc0e4,07b6e6cddd5dc0e4_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat3,0,1.9628553888702909,-0.008249282836914062,0.961745076271115,px4_position,0,alt_drift_h_alt_1,07b6e6cddd5dc0e4,alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat3,3.082640934999745,14.670004144999893,3.082640934999745,0.0177907749998667,1.0383337230000507,18.808776809999927,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter05,4,07b6e6cddd5dc0e4,07b6e6cddd5dc0e4_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat4,0,1.9542603584675262,-0.024036407470703125,0.9701130818751016,px4_position,0,alt_drift_h_alt_1,07b6e6cddd5dc0e4,alt_drift_h1_boundary_bisection_boundary_bisect_iter05_repeat4,3.107523583999864,14.278475257000082,3.107523583999864,0.012060435999956098,1.0233622640002977,18.4214304369998,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter06,0,8da972d72aa8c361,8da972d72aa8c361_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat0,0,1.9566323073452498,-0.006270408630371094,0.9740231854858258,px4_position,0,alt_drift_h_alt_1,8da972d72aa8c361,alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat0,3.0294152859996757,16.49822913700018,3.0294152859996757,0.012152525000146852,1.0342618630002107,20.574198781000177,3,2,2,0,2,0
boundary_bisection,boundary_bisect_iter06,1,8da972d72aa8c361,8da972d72aa8c361_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat1,0,1.9704174360062845,-0.004965782165527344,0.9748671650514287,px4_position,0,alt_drift_h_alt_1,8da972d72aa8c361,alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat1,3.0368388540000524,14.266159100000095,3.0368388540000524,0.012153029999808496,1.0511557459999494,18.366314185999727,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter06,2,8da972d72aa8c361,8da972d72aa8c361_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat2,0,1.9612154757191127,0.03239727020263672,0.9641694814086499,px4_position,0,alt_drift_h_alt_1,8da972d72aa8c361,alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat2,3.0292880459996923,14.23366596599999,3.0292880459996923,0.012263552000149502,1.053409892000218,18.328634751999743,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter06,3,8da972d72aa8c361,8da972d72aa8c361_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat3,0,1.9704171725696886,-0.0015687942504882812,0.9771107039405896,px4_position,0,alt_drift_h_alt_1,8da972d72aa8c361,alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat3,3.1388938800000687,14.470884037999895,3.1388938800000687,0.013738538999859884,1.0397830160000012,18.663306864999868,2,1,2,0,2,0
boundary_bisection,boundary_bisect_iter06,4,8da972d72aa8c361,8da972d72aa8c361_px4_position_0_alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat4,0,1.9206069235496837,0.05805778503417969,0.9587322386783552,px4_position,0,alt_drift_h_alt_1,8da972d72aa8c361,alt_drift_h1_boundary_bisection_boundary_bisect_iter06_repeat4,3.039443513000151,16.49859999299997,3.039443513000151,0.010963328999878286,1.060538958000052,20.609553088999746,3,2,3,1,3,1
