eval_id,point_index,arm,stage,label,theta_hash,theta_path,repeats,point_elapsed_wall_time_s,max_abs_theta,amplitude_class,support_size_abs_gt_0p1,active_channels_abs_gt_0p1,robustness_class,negative_mean_rejected_by_2sigma_gate,rho_mean_post_neutral_xy_drift,rho_std_post_neutral_xy_drift,rho_min_post_neutral_xy_drift,rho_max_post_neutral_xy_drift,rho_nonpositive_post_neutral_xy_drift,rho_mean_post_neutral_alt_drift,rho_std_post_neutral_alt_drift,rho_min_post_neutral_alt_drift,rho_max_post_neutral_alt_drift,rho_nonpositive_post_neutral_alt_drift,rho_mean_post_neutral_xy_velocity,rho_std_post_neutral_xy_velocity,rho_min_post_neutral_xy_velocity,rho_max_post_neutral_xy_velocity,rho_nonpositive_post_neutral_xy_velocity
98,18,B,scale_bisection,rand0003_iter00_a0p5000,e99285ae4b916cb3,runs/direction_a_px4_position_seed1_v0/thetas/B_00098_e99285ae4b916cb3.npy,5,99.18048078502761,0.48478269637735216,interior,27,"pitch,roll,throttle,yaw",robust_violation,False,0.7329831378746402,0.042696324627490206,0.6987509660504987,0.7996549259892831,0,0.972564697265625,0.003126247906440839,0.9695663452148438,0.9773921966552734,0,-0.3493910108512083,0.025025608384807017,-0.3794981106437896,-0.31085854665477863,5
106,26,B,scale_bisection,rand0004_iter00_a0p5000,7fe9b3a3b6591ecf,runs/direction_a_px4_position_seed1_v0/thetas/B_00106_7fe9b3a3b6591ecf.npy,5,95.87362657400081,0.47796395482436205,interior,23,"pitch,roll,throttle,yaw",robust_violation,False,0.543467331155752,0.02100715641422823,0.5235615108541332,0.5729611002397488,0,0.9866513252258301,0.003476174057453122,0.9820828437805176,0.989891529083252,0,-0.40922483122241615,0.02465230715566784,-0.4485474630015527,-0.3842215139040779,5
109,29,B,scale_bisection,rand0004_iter03_a0p4375,e527f41bd42e0f2a,runs/direction_a_px4_position_seed1_v0/thetas/B_00109_e527f41bd42e0f2a.npy,5,92.79583640600322,0.4182184604713168,interior,19,"pitch,roll,throttle,yaw",robust_violation,False,0.9165866042499392,0.039025120292380006,0.8593339644048268,0.9546243419310052,0,0.9900845527648926,0.002002179618923858,0.9869856834411621,0.9919047355651855,0,-0.11687148024937896,0.02504175702715947,-0.16129812688680656,-0.10267326053219983,5
125,45,B,scale_bisection,rand0009_iter00_a0p5000,95b2a01fdac23db0,runs/direction_a_px4_position_seed1_v0/thetas/B_00125_95b2a01fdac23db0.npy,5,95.92439948400715,0.46094386614357247,interior,30,"pitch,roll,throttle,yaw",robust_violation,False,0.3021429764744681,0.05485634614469738,0.2360496206043594,0.3716468997523861,0,0.9041610717773437,0.004473989674517016,0.8997616767883301,0.9097366333007812,0,-0.576982931250378,0.03370768479586647,-0.6117845270818894,-0.5329681006541853,5
128,48,B,scale_bisection,rand0009_iter03_a0p4375,0e871777b13b4a7a,runs/direction_a_px4_position_seed1_v0/thetas/B_00128_0e871777b13b4a7a.npy,5,102.35262702096952,0.40332588287562593,interior,28,"pitch,roll,throttle,yaw",robust_violation,False,0.7013447524784653,0.03954108763881983,0.6391530488880071,0.749139518406178,0,0.930137825012207,0.005078079668119096,0.9228243827819824,0.9355669021606445,0,-0.27769223451579167,0.021544059668226857,-0.30876458068384016,-0.2538798092009096,5
129,49,B,scale_bisection,rand0009_iter04_a0p4062,d1e2c0277dbbbd2b,runs/direction_a_px4_position_seed1_v0/thetas/B_00129_d1e2c0277dbbbd2b.npy,5,99.45311564899748,0.3745168912416526,interior,27,"pitch,roll,throttle,yaw",robust_violation,False,0.917660293916405,0.05382709306818949,0.8478339190059367,0.9887418043806231,0,0.9414058685302734,0.0022167997786321325,0.938713550567627,0.9446210861206055,0,-0.08946950814803359,0.03828165762282537,-0.12825021550101123,-0.034119389148272505,5
134,54,B,scale_bisection,rand0011_iter00_a0p5000,ec4d5c1ca3a70588,runs/direction_a_px4_position_seed1_v0/thetas/B_00134_ec4d5c1ca3a70588.npy,5,95.6859247580287,0.4758266752098508,interior,22,"pitch,roll,throttle,yaw",robust_violation,False,0.8062819604811009,0.04810516461999537,0.7291949267081261,0.8528208520766123,0,0.9874636650085449,0.00540927818139763,0.9780316352844238,0.9915428161621094,0,-0.19702141258402822,0.019600903079777375,-0.22538942358693514,-0.17214566239801576,5
150,70,B,scale_bisection,rand0013_iter00_a0p5000,3a8ff29cf8b0bfff,runs/direction_a_px4_position_seed1_v0/thetas/B_00150_3a8ff29cf8b0bfff.npy,5,95.59210601699306,0.49843621300694385,interior,24,"pitch,roll,throttle,yaw",robust_violation,False,0.5474133443467734,0.05067729036692699,0.4970710429779599,0.6173476893923027,0,0.9740580558776856,0.0036770369600195906,0.9691615104675293,0.9794888496398926,0,-0.447496661141989,0.023170349657897667,-0.4660212831306221,-0.4198375772137575,5
153,73,B,scale_bisection,rand0013_iter03_a0p4375,c36606b974b45068,runs/direction_a_px4_position_seed1_v0/thetas/B_00153_c36606b974b45068.npy,5,98.81555474299239,0.43613168638107586,interior,20,"pitch,throttle,yaw",robust_violation,False,0.9639457470421506,0.045751584975984166,0.9294763499165613,1.0426859366236074,0,0.9814433097839356,0.002136919334156736,0.979924201965332,0.9850702285766602,0,-0.10041779754926305,0.030219313857178985,-0.13905650720940232,-0.06735658662132415,5
158,78,B,scale_bisection,rand0014_iter00_a0p5000,be97c385176493cf,runs/direction_a_px4_position_seed1_v0/thetas/B_00158_be97c385176493cf.npy,5,93.84829902899219,0.4820157729060749,interior,36,"pitch,roll,throttle,yaw",robust_violation,False,0.4001952774993314,0.11754399752342352,0.25530026455999777,0.5630583741051571,0,0.9911980628967285,0.003420629600504651,0.9864673614501953,0.9955339431762695,0,-0.49987888740151154,0.08459067431841363,-0.5935210827734654,-0.36792151522010164,5
174,14,C,amplitude_bisection,env0221_deg225_w00_d10_iter00_a0p5000,643f33ad0890d370,runs/direction_a_px4_position_seed1_v0/thetas/C_00174_643f33ad0890d370.npy,5,95.68104236299405,0.5,interior,20,"pitch,roll",robust_violation,False,-1.1557432589087724,0.10019026267502515,-1.314076153603247,-1.0450043387435466,5,0.9898522377014161,0.003405849677192564,0.9853973388671875,0.9949278831481934,0,-1.8653864058339351,0.05175607503425563,-1.9418438573902348,-1.8081450650498412,5
176,16,C,amplitude_bisection,env0221_deg225_w00_d10_iter02_a0p3750,f64cf84b442cc523,runs/direction_a_px4_position_seed1_v0/thetas/C_00176_f64cf84b442cc523.npy,5,93.10604274598882,0.375,interior,20,"pitch,roll",robust_violation,False,0.2836716358490476,0.06605785401857868,0.23175052768075055,0.39763511869641777,0,0.9908796310424804,0.00400276354040155,0.9851698875427246,0.995154857635498,0,-0.691364546318813,0.06375392338492583,-0.7643146269444085,-0.593026950834918,5
177,17,C,amplitude_bisection,env0221_deg225_w00_d10_iter03_a0p3125,07fe2efa95474bec,runs/direction_a_px4_position_seed1_v0/thetas/C_00177_07fe2efa95474bec.npy,5,99.36963231296977,0.3125,interior,20,"pitch,roll",robust_violation,False,0.7771860824073061,0.02857540249281414,0.7553936399777366,0.826945132093944,0,0.9903034210205078,0.003991903015407708,0.9857668876647949,0.9963812828063965,0,-0.2795731346441237,0.013140891570603006,-0.2971899956638262,-0.26419720114111467,5
178,18,C,amplitude_bisection,env0221_deg225_w00_d10_iter04_a0p2812,69de18c2eda02fd0,runs/direction_a_px4_position_seed1_v0/thetas/C_00178_69de18c2eda02fd0.npy,5,92.89004274498438,0.28125,interior,20,"pitch,roll",robust_violation,False,1.0284671327419508,0.030850221023301958,0.9954071194012917,1.062921765379094,0,0.9919069290161133,0.0019445166625943733,0.9887995719909668,0.9934625625610352,0,-0.0484001339572326,0.02353733743466496,-0.06622604340457405,-0.009831341333243149,5
186,26,C,amplitude_bisection,env0191_deg315_w04_d05_iter00_a0p5000,c667c890a134799c,runs/direction_a_px4_position_seed1_v0/thetas/C_00186_c667c890a134799c.npy,5,99.85819785302738,0.5,interior,12,"pitch,roll",robust_violation,False,0.2200978321796319,0.03356550373421264,0.17537230869285492,0.25355548837384423,0,0.9902480125427247,0.0040358471806696454,0.9845185279846191,0.9957313537597656,0,-0.8470169015478177,0.014739816297970127,-0.8669829826988875,-0.8285368515289764,5
198,38,C,amplitude_bisection,env0209_deg045_w00_d08_iter00_a0p5000,c68dd5e48807600d,runs/direction_a_px4_position_seed1_v0/thetas/C_00198_c68dd5e48807600d.npy,5,98.93564665596932,0.5,interior,18,"pitch,roll",robust_violation,False,0.7004362933025811,0.049169904953698704,0.6242104443247478,0.7464740608975791,0,0.9891698837280274,0.003955987495468371,0.9842276573181152,0.9944896697998047,0,-0.7855700694103254,0.03990016308375558,-0.8439939324169057,-0.7328770762710766,5
201,41,C,amplitude_bisection,env0209_deg045_w00_d08_iter03_a0p4375,f7e7321cbb169b89,runs/direction_a_px4_position_seed1_v0/thetas/C_00201_f7e7321cbb169b89.npy,5,95.59709612699226,0.4375,interior,18,"pitch,roll",robust_violation,False,1.0614647842657554,0.04385488585187788,1.0089112769519426,1.1067458445959857,0,0.9919907569885253,0.0019775441192301808,0.9887580871582031,0.9940042495727539,0,-0.3438890455962349,0.05511959017289152,-0.40935283439389125,-0.28775928647599724,5
202,42,C,amplitude_bisection,env0209_deg045_w00_d08_iter04_a0p4062,a404d2f10693c4ad,runs/direction_a_px4_position_seed1_v0/thetas/C_00202_a404d2f10693c4ad.npy,5,95.64680584002053,0.40625,interior,18,"pitch,roll",robust_violation,False,1.2151419124096616,0.025674696013816063,1.1821559200580727,1.2412600791243884,0,0.9904978752136231,0.004484430367894239,0.9827628135681152,0.9942522048950195,0,-0.1790253370816448,0.02750154547751046,-0.21959013651972548,-0.15228712193633331,5
203,43,C,amplitude_bisection,env0209_deg045_w00_d08_iter05_a0p3906,b0d77030fe8606c8,runs/direction_a_px4_position_seed1_v0/thetas/C_00203_b0d77030fe8606c8.npy,5,87.49880474898964,0.390625,interior,18,"pitch,roll",robust_violation,False,1.2856026969685548,0.03111109377684453,1.2386634536242616,1.3156238881172275,0,0.9880928039550781,0.003466109646263753,0.9844036102294922,0.9929375648498535,0,-0.08877268611259584,0.044271432622322034,-0.14775301987832745,-0.02847623237332697,5
206,46,C,amplitude_bisection,env0220_deg180_w00_d10_iter00_a0p5000,6d8d5519d65779f3,runs/direction_a_px4_position_seed1_v0/thetas/C_00206_6d8d5519d65779f3.npy,5,93.46025261800969,0.5,interior,10,roll,robust_violation,False,-0.11870618633199745,0.04960021914129575,-0.18811750277193395,-0.05487183208644497,5,0.9900991439819335,0.001715565023337923,0.988375186920166,0.9921793937683105,0,-1.0234390040631722,0.04435753122867078,-1.0702155390758774,-0.9756681914493945,5
208,48,C,amplitude_bisection,env0220_deg180_w00_d10_iter02_a0p3750,f824fc82ef772d55,runs/direction_a_px4_position_seed1_v0/thetas/C_00208_f824fc82ef772d55.npy,5,98.90776699903654,0.375,interior,10,roll,robust_violation,False,0.8384285965597609,0.033969577083066714,0.8043001244350878,0.8948690228372964,0,0.9902329444885254,0.002928296549979709,0.9873485565185547,0.9943790435791016,0,-0.20937514554463985,0.023309312094024506,-0.22916523966930202,-0.1704859166543704,5
210,50,C,amplitude_bisection,env0220_deg180_w00_d10_iter04_a0p3438,eab9d2b77a573692,runs/direction_a_px4_position_seed1_v0/thetas/C_00210_eab9d2b77a573692.npy,5,93.16845994599862,0.34375,interior,10,roll,robust_violation,False,1.02633749055808,0.023475696013011582,1.003366595605479,1.0601834175181701,0,0.9899356842041016,0.004808137808725806,0.9852814674377441,0.9958677291870117,0,-0.047969015310713556,0.019602172248918494,-0.07306629683559396,-0.023008894879495978,5
